Date,Close
2001-06-15,55.6650
2001-06-18,55.3100
2001-06-19,55.4650
2001-06-20,56.0500
2001-06-21,56.5000
2001-06-22,56.1400
2001-06-25,55.6400
2001-06-26,55.4950
2001-06-27,55.5000
2001-06-28,56.1800
2001-06-29,56.5000
2001-07-02,56.6500
2001-07-03,56.6200
2001-07-05,55.9750
2001-07-06,54.5000
2001-07-09,54.8500
2001-07-10,54.1250
2001-07-11,54.1950
2001-07-12,55.4800
2001-07-13,55.7450
2001-07-16,55.1000
2001-07-17,55.7500
2001-07-18,55.1700
2001-07-19,55.4800
2001-07-20,55.4850
2001-07-23,54.5250
2001-07-24,53.7700
2001-07-25,54.4500
2001-07-26,55.1450
2001-07-27,55.2400
2001-07-30,55.1950
2001-07-31,55.4200
2001-08-01,55.6600
2001-08-02,55.8350
2001-08-03,55.6400
2001-08-06,55.0000
2001-08-07,55.1000
2001-08-08,54.1000
2001-08-09,54.2600
2001-08-10,54.4800
2001-08-13,54.5750
2001-08-14,54.4550
2001-08-15,53.9850
2001-08-16,54.1500
2001-08-17,53.3250
2001-08-20,53.7000
2001-08-21,52.9500
2001-08-22,53.4400
2001-08-23,53.3700
2001-08-24,54.3450
2001-08-27,54.1500
2001-08-28,53.2450
2001-08-29,52.7450
2001-08-30,51.9550
2001-08-31,52.1750
2001-09-04,51.9000
2001-09-05,51.8250
2001-09-06,50.7750
2001-09-07,49.7500
2001-09-10,50.1250
2001-09-17,47.7450
2001-09-18,47.1350
2001-09-19,46.5000
2001-09-20,45.0000
2001-09-21,44.2750
2001-09-24,45.6950
2001-09-25,46.1250
2001-09-26,45.7700
2001-09-27,46.2250
2001-09-28,47.4750
2001-10-01,47.0450
2001-10-02,47.6250
2001-10-03,48.4650
2001-10-04,48.6250
2001-10-05,48.6500
2001-10-08,48.3250
2001-10-09,48.0050
2001-10-10,49.1450
2001-10-11,50.0450
2001-10-12,49.6650
2001-10-15,49.7350
2001-10-16,50.0150
2001-10-17,49.0000
2001-10-18,48.7450
2001-10-19,48.8800
2001-10-22,49.6100
2001-10-23,49.4250
2001-10-24,49.4000
2001-10-25,50.1000
2001-10-26,50.3700
2001-10-29,49.2000
2001-10-30,48.3900
2001-10-31,48.4500
2001-11-01,49.4700
2001-11-02,49.5500
2001-11-05,50.2600
2001-11-06,50.9900
2001-11-07,50.9000
2001-11-08,50.9300
2001-11-09,51.0400
2001-11-12,50.9500
2001-11-13,51.8500
2001-11-14,52.1700
2001-11-15,52.0050
2001-11-16,51.9850
2001-11-19,52.5150
2001-11-20,52.1400
2001-11-21,51.8200
2001-11-23,52.4550
2001-11-26,52.7750
2001-11-27,52.6300
2001-11-28,51.5200
2001-11-29,52.3100
2001-11-30,52.1400
2001-12-03,51.7800
2001-12-04,52.4600
2001-12-05,53.7500
2001-12-06,53.6500
2001-12-07,53.5350
2001-12-10,52.5250
2001-12-11,52.3900
2001-12-12,52.3600
2001-12-13,51.5800
2001-12-14,51.8150
2001-12-17,52.1950
2001-12-18,52.7350
2001-12-19,52.9750
2001-12-20,52.5000
2001-12-21,52.7800
2001-12-24,52.7000
2001-12-26,52.9600
2001-12-27,53.2650
2001-12-28,53.4250
2001-12-31,52.6950
2002-01-02,53.1250
2002-01-03,53.6950
2002-01-04,54.0500
2002-01-07,53.7000
2002-01-08,53.5450
2002-01-09,53.3650
2002-01-10,53.3250
2002-01-11,52.8800
2002-01-14,52.4650
2002-01-15,52.8250
2002-01-16,51.9500
2002-01-17,52.4900
2002-01-18,52.0050
2002-01-22,51.6000
2002-01-23,52.0450
2002-01-24,52.2750
2002-01-25,52.3600
2002-01-28,52.3200
2002-01-29,51.0200
2002-01-30,51.5000
2002-01-31,52.2350
2002-02-01,51.9300
2002-02-04,50.6750
2002-02-05,50.4950
2002-02-06,50.1600
2002-02-07,49.9500
2002-02-08,50.6650
2002-02-11,51.3650
2002-02-12,51.2400
2002-02-13,51.7150
2002-02-14,51.6450
2002-02-15,51.0850
2002-02-19,50.1350
2002-02-20,50.7600
2002-02-21,49.9500
2002-02-22,50.3150
2002-02-25,51.2100
2002-02-26,51.3800
2002-02-27,51.2000
2002-02-28,51.3200
2002-03-01,52.3450
